year,co2,coal_co2,cement_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2
1750,46.755,46.755,0.0,0.0,0.0,0.0,0.0
1751,46.755,46.755,0.0,0.0,0.0,0.0,0.0
1752,46.769999999999996,46.769999999999996,0.0,0.0,0.0,0.0,0.0
1753,46.769999999999996,46.769999999999996,0.0,0.0,0.0,0.0,0.0
1754,46.78999999999999,46.78999999999999,0.0,0.0,0.0,0.0,0.0
1755,46.81,46.81,0.0,0.0,0.0,0.0,0.0
1756,50.03,50.03,0.0,0.0,0.0,0.0,0.0
1757,50.05,50.05,0.0,0.0,0.0,0.0,0.0
1758,50.06999999999999,50.06999999999999,0.0,0.0,0.0,0.0,0.0
1759,50.08500000000001,50.08500000000001,0.0,0.0,0.0,0.0,0.0
1760,50.08500000000001,50.08500000000001,0.0,0.0,0.0,0.0,0.0
1761,54.870000000000005,54.870000000000005,0.0,0.0,0.0,0.0,0.0
1762,54.885000000000005,54.885000000000005,0.0,0.0,0.0,0.0,0.0
1763,54.905,54.905,0.0,0.0,0.0,0.0,0.0
1764,54.925,54.925,0.0,0.0,0.0,0.0,0.0
1765,54.94,54.94,0.0,0.0,0.0,0.0,0.0
1766,61.3,61.3,0.0,0.0,0.0,0.0,0.0
1767,61.315,61.315,0.0,0.0,0.0,0.0,0.0
1768,61.33500000000001,61.33500000000001,0.0,0.0,0.0,0.0,0.0
1769,61.355,61.355,0.0,0.0,0.0,0.0,0.0
1770,61.370000000000005,61.370000000000005,0.0,0.0,0.0,0.0,0.0
1771,68.06,68.06,0.0,0.0,0.0,0.0,0.0
1772,68.075,68.075,0.0,0.0,0.0,0.0,0.0
1773,68.09500000000001,68.09500000000001,0.0,0.0,0.0,0.0,0.0
1774,68.115,68.115,0.0,0.0,0.0,0.0,0.0
1775,68.13,68.13,0.0,0.0,0.0,0.0,0.0
1776,75.185,75.185,0.0,0.0,0.0,0.0,0.0
1777,75.205,75.205,0.0,0.0,0.0,0.0,0.0
1778,75.22,75.22,0.0,0.0,0.0,0.0,0.0
1779,75.24,75.24,0.0,0.0,0.0,0.0,0.0
1780,75.275,75.275,0.0,0.0,0.0,0.0,0.0
1781,84.215,84.215,0.0,0.0,0.0,0.0,0.0
1782,84.23500000000001,84.23500000000001,0.0,0.0,0.0,0.0,0.0
1783,84.27,84.27,0.0,0.0,0.0,0.0,0.0
1784,84.29,84.29,0.0,0.0,0.0,0.0,0.0
1785,84.34099999999998,84.34099999999998,0.0,0.0,0.0,0.0,0.0
1786,95.75599999999999,95.75599999999999,0.0,0.0,0.0,0.0,0.0
1787,95.79100000000001,95.79100000000001,0.0,0.0,0.0,0.0,0.0
1788,95.811,95.811,0.0,0.0,0.0,0.0,0.0
1789,95.84599999999999,95.84599999999999,0.0,0.0,0.0,0.0,0.0
1790,95.88499999999999,95.88499999999999,0.0,0.0,0.0,0.0,0.0
1791,107.096,107.096,0.0,0.0,0.0,0.0,0.0
1792,109.47600000000001,109.47600000000001,0.0,0.0,0.0,0.0,0.0
1793,109.57000000000001,109.57000000000001,0.0,0.0,0.0,0.0,0.0
1794,109.403,109.403,0.0,0.0,0.0,0.0,0.0
1795,109.46,109.46,0.0,0.0,0.0,0.0,0.0
1796,114.755,114.755,0.0,0.0,0.0,0.0,0.0
1797,120.47,120.47,0.0,0.0,0.0,0.0,0.0
1798,125.471,125.471,0.0,0.0,0.0,0.0,0.0
1799,132.14000000000001,132.14000000000001,0.0,0.0,0.0,0.0,0.0
1800,139.95100000000002,139.95100000000002,0.0,0.0,0.0,0.0,0.0
1801,139.262,139.262,0.0,0.0,0.0,0.0,0.0
1802,183.33300000000003,183.33300000000003,0.0,0.0,0.0,0.0,0.0
1803,156.845,156.845,0.0,0.0,0.0,0.0,0.0
1804,170.88,170.88,0.0,0.0,0.0,0.0,0.0
1805,166.41300000000004,166.41300000000004,0.0,0.0,0.0,0.0,0.0
1806,174.56,174.56,0.0,0.0,0.0,0.0,0.0
1807,183.61200000000002,183.61200000000002,0.0,0.0,0.0,0.0,0.0
1808,174.536,174.536,0.0,0.0,0.0,0.0,0.0
1809,174.641,174.641,0.0,0.0,0.0,0.0,0.0
1810,186.062,186.062,0.0,0.0,0.0,0.0,0.0
1811,197.01600000000002,197.01600000000002,0.0,0.0,0.0,0.0,0.0
1812,204.066,204.066,0.0,0.0,0.0,0.0,0.0
1813,205.055,205.055,0.0,0.0,0.0,0.0,0.0
1814,209.51799999999994,209.51799999999994,0.0,0.0,0.0,0.0,0.0
1815,216.236,216.236,0.0,0.0,0.0,0.0,0.0
1816,236.995,236.995,0.0,0.0,0.0,0.0,0.0
1817,245.715,245.715,0.0,0.0,0.0,0.0,0.0
1818,246.652,246.652,0.0,0.0,0.0,0.0,0.0
1819,248.212,248.212,0.0,0.0,0.0,0.0,0.0
1820,251.85299999999995,251.85299999999995,0.0,0.0,0.0,0.0,0.0
1821,255.51699999999997,255.51699999999997,0.0,0.0,0.0,0.0,0.0
1822,265.592,265.592,0.0,0.0,0.0,0.0,0.0
1823,280.945,280.945,0.0,0.0,0.0,0.0,0.0
1824,290.592,290.592,0.0,0.0,0.0,0.0,0.0
1825,301.50699999999995,301.50699999999995,0.0,0.0,0.0,0.0,0.0
1826,304.46599999999995,304.46599999999995,0.0,0.0,0.0,0.0,0.0
1827,326.67699999999996,326.67699999999996,0.0,0.0,0.0,0.0,0.0
1828,329.995,329.995,0.0,0.0,0.0,0.0,0.0
1829,328.381,328.381,0.0,0.0,0.0,0.0,0.0
1830,441.433,441.433,0.0,0.0,0.0,0.0,0.0
1831,418.1049999999999,418.1049999999999,0.0,0.0,0.0,0.0,0.0
1832,419.50300000000004,419.50300000000004,0.0,0.0,0.0,0.0,0.0
1833,426.972,426.972,0.0,0.0,0.0,0.0,0.0
1834,435.6630000000001,435.6630000000001,0.0,0.0,0.0,0.0,0.0
1835,443.595,443.595,0.0,0.0,0.0,0.0,0.0
1836,514.4159999999999,514.4159999999999,0.0,0.0,0.0,0.0,0.0
1837,512.844,512.844,0.0,0.0,0.0,0.0,0.0
1838,530.157,530.157,0.0,0.0,0.0,0.0,0.0
1839,547.0250000000001,547.0250000000001,0.0,0.0,0.0,0.0,0.0
1840,582.9010000000001,582.9010000000001,0.0,0.0,0.0,0.0,0.0
1841,600.6670000000001,600.6670000000001,0.0,0.0,0.0,0.0,0.0
1842,633.6820000000001,633.6820000000001,0.0,0.0,0.0,0.0,0.0
1843,648.735,648.735,0.0,0.0,0.0,0.0,0.0
1844,688.5020000000001,688.5020000000001,0.0,0.0,0.0,0.0,0.0
1845,753.643,753.643,0.0,0.0,0.0,0.0,0.0
1846,763.525,763.525,0.0,0.0,0.0,0.0,0.0
1847,831.8390000000002,831.8390000000002,0.0,0.0,0.0,0.0,0.0
1848,835.4709999999998,835.4709999999998,0.0,0.0,0.0,0.0,0.0
1849,881.068,881.068,0.0,0.0,0.0,0.0,0.0
1850,944.8239999999997,944.8239999999997,0.0,0.0,0.0,0.0,0.0
1851,944.6890000000001,944.6890000000001,0.0,0.0,0.0,0.0,0.0
1852,984.086,984.086,0.0,0.0,0.0,0.0,0.0
1853,1025.62,1025.62,0.0,0.0,0.0,0.0,0.0
1854,1209.253,1209.253,0.0,0.0,0.0,0.0,0.0
1855,1224.3149999999998,1224.132,0.0,0.0,0.0,0.18500000000000003,0.0
1856,1306.205,1306.0039999999997,0.0,0.0,0.0,0.2,0.0
1857,1317.1189999999997,1316.8619999999999,0.0,0.0,0.0,0.255,0.0
1858,1336.4430000000002,1336.1330000000003,0.0,0.0,0.0,0.311,0.0
1859,1414.266,1413.993,0.0,0.0,0.0,0.276,0.0
1860,1556.018,1555.06,0.0,0.0,0.0,0.96,0.0
1861,1644.7310000000002,1641.7540000000004,0.0,0.0,0.0,2.9779999999999998,0.0
1862,1672.915,1668.4300000000003,0.0,0.0,0.0,4.478999999999999,0.0
1863,1776.8480000000004,1772.5560000000005,0.0,0.0,0.0,4.289,0.0
1864,1915.4920000000002,1911.7150000000004,0.0,0.0,0.0,3.7749999999999986,0.0
1865,2040.6370000000002,2036.1420000000007,0.0,0.0,0.0,4.495,0.0
1866,2106.901,2100.1670000000004,0.0,0.0,0.0,6.731999999999998,0.0
1867,2239.312,2232.231,0.0,0.0,0.0,7.087,0.0
1868,2286.1099999999997,2277.7750000000005,0.0,0.0,0.0,8.338999999999999,0.0
1869,2415.536,2406.0440000000003,0.0,0.0,0.0,9.492999999999999,0.0
1870,2462.3350000000005,2450.907,0.0,0.0,0.0,11.425999999999998,0.0
1871,2620.5950000000003,2608.3749999999995,0.0,0.0,0.0,12.216,0.0
1872,2874.998999999999,2861.498999999999,0.0,0.0,0.0,13.495000000000001,0.0
1873,3043.7889999999998,3023.3789999999995,0.0,0.0,0.0,20.411,0.0
1874,2841.3360000000007,2818.9500000000007,0.0,0.0,0.0,22.386000000000003,0.0
1875,3101.247,3079.1920000000005,0.0,0.0,0.0,22.054000000000002,0.0
1876,3155.574999999999,3130.234,0.0,0.0,0.0,25.339999999999996,0.0
1877,3194.069999999999,3160.715,0.0,0.0,0.0,33.354,0.0
1878,3222.2649999999994,3184.728,0.0,0.0,0.0,37.529,0.0
1879,3409.917000000001,3363.251,0.0,0.0,0.0,46.66499999999999,0.0
1880,3852.0930000000003,3796.9659999999994,0.0,0.0,0.0,55.125,0.0
1881,3972.822,3909.3259999999987,0.0,0.0,0.0,63.49900000000002,0.0
1882,4167.419000000002,4097.450000000001,0.0,0.0,0.495,69.477,0.0
1883,4423.18,4358.7429999999995,0.0,0.0,1.143,63.295,0.0
1884,4448.8279999999995,4373.481999999999,0.0,0.0,3.516,71.827,0.0
1885,4476.602000000002,4388.408,0.0,0.0,11.145,77.048,0.0
1886,4523.479,4414.798000000001,0.0,0.0,23.028,85.653,0.0
1887,4734.407999999999,4605.220999999999,0.0,0.0,35.361000000000004,93.827,0.0
1888,5173.387000000001,5023.647,0.0,0.0,50.322,99.412,0.0
1889,5245.503999999998,5096.815999999999,0.0,0.0,36.681,112.00699999999998,0.0
1890,5643.514,5474.05,0.0,0.0,35.06399999999999,134.40800000000002,0.0
1891,5889.458,5704.594,0.0,0.0,26.841,158.02200000000002,0.0
1892,5896.276,5715.134,0.0,0.0,23.325000000000003,157.848,0.0
1893,5800.9180000000015,5608.771000000001,0.0,0.0,21.863999999999997,170.28799999999998,0.0
1894,6090.158,5903.809000000001,0.0,0.0,20.093999999999998,166.255,0.0
1895,6394.252,6176.627000000001,0.0,0.0,21.126,196.49500000000006,0.0
1896,6628.9710000000005,6398.635000000001,0.0,0.0,20.544,209.79400000000004,0.0
1897,6947.822,6701.852000000002,0.0,0.0,21.863999999999997,224.105,0.0
1898,7284.794999999997,7023.538999999999,0.0,0.0,25.380000000000003,235.86800000000005,0.0
1899,7900.055000000004,7618.986000000001,0.0,0.0,32.712,248.35699999999997,0.0
1900,8325.814000000002,8008.306999999998,4.1579999999999995,0.0,34.626,278.719,0.0
1901,8507.804000000002,8155.586000000001,4.968,0.0,38.583,308.66600000000005,0.0
1902,8666.734,8294.535,6.4350000000000005,0.0,41.096,324.672,0.0
1903,9335.712,8947.635,7.599,0.0,43.592,336.892,0.0
1904,9465.048999999999,9037.607000000002,8.196,0.0,45.505,373.745,0.0
1905,9987.747999999998,9561.568000000007,10.473,0.0,51.518,364.19300000000004,0.0
1906,10447.269000000002,10002.326000000001,13.41,0.0,57.102999999999994,374.438,0.0
1907,11753.666000000003,11232.697999999999,13.803,0.0,59.65299999999999,447.5120000000001,0.0
1908,11481.589000000002,10925.583,14.607000000000001,0.0,59.05,482.34899999999993,0.0
1909,11819.295000000002,11225.040000000003,18.292,0.0,70.59900000000002,505.36600000000004,0.0
1910,12291.567000000003,11661.927000000003,21.376,0.0,74.77699999999999,533.4830000000001,0.0
1911,12546.899,11884.150000000003,21.924,0.0,77.80000000000001,563.0300000000001,0.0
1912,13115.240000000003,12426.636000000004,23.087,0.0,85.778,579.738,0.0
1913,14202.117000000002,13424.409000000001,25.783000000000005,0.0,89.989,661.935,0.0
1914,12832.835999999998,12048.939999999999,24.464,0.0,91.636,667.7950000000001,0.0
1915,12530.428000000004,11703.216000000006,23.909000000000002,0.0,96.76,706.5459999999999,0.0
1916,13438.315,12534.012999999999,25.516000000000002,0.0,116.807,761.9759999999999,0.0
1917,13874.046000000002,12880.804999999998,25.653,0.0,123.234,844.356,0.0
1918,13452.109999999999,12474.440999999999,19.663,0.0,110.905,847.099,0.0
1919,11647.692,10573.216000000002,22.296,0.0,115.60900000000001,936.5720000000001,0.0
1920,13548.024999999998,12208.141000000001,27.325000000000003,0.0,127.973,1187.536,0.0
1921,12022.902,10583.333999999997,26.900000000000006,0.0,107.98599999999999,1304.6819999999998,0.0
1922,12758.565000000002,11161.408000000001,31.52,0.0,123.51800000000001,1442.1209999999999,0.0
1923,13964.109999999999,12181.627000000002,37.684999999999995,0.0,160.987,1583.8079999999995,0.0
1924,14402.656000000003,12592.473,40.906,0.0,183.337,1585.9430000000002,0.0
1925,14446.621000000001,12534.936,43.467000000000006,0.0,197.324,1670.8919999999998,0.0
1926,13810.574,11897.026,44.423,0.0,212.75000000000003,1656.3800000000003,0.0
1927,15550.751,13474.623,46.828,0.0,233.86,1796.0090000000005,0.0
1928,15515.791999999996,13282.949999999999,142.15900000000005,0.0,254.335,1836.9699999999998,0.0
1929,16691.731,14212.346999999998,148.22400000000002,0.0,317.30800000000005,2015.022,0.0
1930,15489.175000000005,13022.454999999996,143.64600000000002,0.0,323.50300000000004,2001.1429999999998,0.0
1931,13977.741,11590.209000000003,127.75399999999996,0.0,291.40599999999995,1969.929,0.0
1932,12713.162000000002,10429.67,105.22500000000004,0.0,278.06300000000005,1900.919,0.0
1933,13325.156000000003,10865.134000000002,102.434,0.0,287.627,2070.5330000000004,0.0
1934,14527.162,11861.639000000001,122.747,0.0,322.975,2219.799000000001,0.0
1935,15248.611999999997,12365.761,139.24800000000005,0.0,352.7420000000001,2390.866,0.0
1936,16624.023,13460.386999999997,164.86100000000002,0.0,398.10099999999994,2600.6770000000006,0.0
1937,17842.228,14322.951,173.44899999999998,0.0,444.6040000000001,2901.212,0.0
1938,17078.090000000004,13636.230000000003,167.065,0.0,429.595,2845.1989999999996,0.0
1939,17922.070999999996,14389.368000000006,148.422,0.0,446.39,2937.8860000000004,0.0
1940,19471.224000000013,15818.390999999996,125.70100000000002,0.0,486.47999999999996,3040.6459999999993,0.0
1941,19619.190000000002,15949.815999999997,174.02900000000005,0.0,471.93899999999996,3023.4869999999996,0.0
1942,19228.625,15712.95,145.794,0.0,510.7149999999999,2859.167,0.0
1943,19517.541999999998,15808.165000000005,136.97200000000004,0.0,559.677,3012.734,0.0
1944,19546.760000000002,15394.549999999997,84.637,0.0,602.444,3465.1349999999998,0.0
1945,15577.447,11462.791999999998,86.156,0.0,673.655,3354.848,0.0
1946,17609.946999999996,12933.618000000002,140.91600000000003,0.0,697.6299999999999,3837.784,0.0
1947,19668.753,14507.041999999998,170.38,0.0,773.6839999999997,4217.654,0.0
1948,20801.448000000008,15073.445999999998,208.20200000000006,0.0,879.2149999999999,4640.585000000001,0.0
1949,20731.150000000005,14829.261000000002,237.40099999999998,0.0,951.4360000000001,4713.051,0.0
1950,23169.454000000012,15948.504,273.898,223.54999999999998,1111.578,5611.938,0.0
1951,24738.04600000001,16969.347999999994,309.783,243.305,1307.386,5908.259999999999,0.0
1952,25177.421000000006,16913.800999999996,333.70099999999985,259.877,1406.1570000000002,6263.902999999999,0.0
1953,25900.943000000007,17089.63799999999,371.142,248.97899999999998,1499.7299999999998,6691.477999999997,0.0
1954,26717.407000000003,17303.735000000008,403.52799999999985,236.58399999999997,1589.109,7184.468999999999,0.0
1955,29232.21900000002,18658.748000000007,447.97,309.04900000000004,1742.6159999999995,8073.85,0.0
1956,31155.90500000003,19609.429999999997,483.7630000000002,345.132,1884.5080000000003,8833.107000000002,0.0
1957,32261.16299999998,20008.546000000006,511.2759999999997,338.071,2103.2469999999994,9300.053999999998,0.0
1958,33082.69600000001,20101.40600000001,540.9989999999999,306.731,2329.959,9803.620000000003,0.0
1959,34591.48399999999,20629.408000000007,607.0980000000001,298.275,2536.2219999999998,10520.508000000003,0.0
1960,36562.94,21396.751000000007,658.3399999999997,291.993,2823.872,11392.003,0.0
1961,36951.14900000001,20792.714,701.6570000000002,284.198,3032.106,12140.493000000006,0.0
1962,38456.38599999999,20848.353000000003,755.3270000000002,283.10699999999997,3365.3019999999997,13204.309999999998,0.0
1963,40768.649999999994,21688.345000000005,794.6459999999996,306.50300000000004,3676.9410000000003,14303.323,0.0
1964,42886.854,22008.67200000001,877.0949999999998,395.81600000000003,4096.5509999999995,15508.739000000003,0.0
1965,44787.449000000015,22218.620000000014,917.0550000000006,462.23900000000003,4422.883999999999,16766.651000000005,0.0
1966,46740.01599999998,22281.992000000013,982.9910000000002,514.579,4830.451999999999,18130.01,0.0
1967,48230.566000000006,21929.46600000001,1022.0089999999996,671.9730000000001,5202.8060000000005,19404.323000000004,0.0
1968,50858.86300000001,22157.12700000001,1091.47,715.0430000000001,5703.313999999998,21194.278000000002,0.0
1969,54191.52899999998,22907.482,1148.1379999999997,865.7189999999999,6265.351000000001,23004.839000000007,0.0
1970,58411.58400000003,23424.01200000001,1210.9019999999998,984.6680000000001,6571.4929999999995,26220.52400000001,0.0
1971,60791.844,23371.63,1279.3470000000002,1196.9640000000002,7186.351999999999,27757.558000000005,0.0
1972,63496.23499999998,23223.62799999999,1351.037,1295.1869999999997,7706.577999999999,29919.81200000001,0.0
1973,66860.22799999994,23795.993000000013,1431.2380000000005,1505.0020000000004,8096.823999999999,32031.17400000001,0.0
1974,66762.00400000004,23834.948000000004,1433.1900000000005,1477.3479999999995,8393.921,31622.593000000015,0.0
1975,66796.93200000002,24238.220999999994,1423.255,1289.618,8580.787,31265.05200000001,0.0
1976,70488.486,25277.595999999998,1505.3010000000004,1511.3979999999997,9156.25,33037.94500000001,0.0
1977,72168.657,25663.802000000003,1565.7230000000004,1466.2220000000002,9393.525999999998,34079.679,0.0
1978,74705.16999999998,26255.035000000007,1652.5009999999997,1503.7529999999997,9888.483999999997,35405.40800000001,0.0
1979,76795.46000000002,27232.17600000001,1669.7610000000009,1354.378,10486.124999999998,36053.028000000006,0.0
1980,76563.97200000002,28059.868000000013,1677.528,1191.3429999999998,10819.085000000001,34816.149,0.0
1981,74416.512,27680.83000000002,1666.9170000000008,900.0750000000002,11020.051000000003,33150.40499999999,0.0
1982,73934.37599999999,28104.124000000018,1652.6130000000003,899.7460000000005,10864.161,32415.44700000002,0.0
1983,74520.78300000004,28773.773999999998,1683.8020000000006,809.7450000000003,11139.444999999998,32114.104,0.0
1984,76401.40500000001,29779.564000000013,1698.8529999999992,696.2110000000001,12024.942000000005,32201.83399999999,0.0
1985,79237.478,32037.05999999999,1699.1369999999995,673.8499999999999,12618.783999999996,32208.99,0.0
1986,80157.44999999998,32355.870000000003,1757.7139999999993,623.047,12363.755000000001,33057.08000000001,0.0
1987,82140.353,33316.92400000001,1821.3869999999995,600.962,13435.600999999999,32965.484999999986,0.0
1988,84903.87200000002,34210.154,1919.8970000000006,697.29,14077.428999999996,33999.118,0.0
1989,86013.82400000001,34132.68500000001,1966.1900000000003,582.613,14805.145999999999,34527.193,0.0
1990,88039.25499999999,33185.66500000001,1962.9779999999994,955.6690000000001,15891.200999999997,35366.127000000015,677.6149999999998
1991,88560.06900000002,32556.311000000016,1984.8610000000003,961.7649999999999,16167.618000000002,36269.889000000025,619.9629999999997
1992,85705.95600000003,31327.394999999997,2040.2000000000005,889.538,16241.266999999998,34635.704000000005,571.8589999999999
1993,85974.99400000002,31377.993000000017,2085.3340000000003,868.0540000000001,16607.458999999995,34515.10100000002,521.054
1994,85872.97699999997,31232.742,2204.045999999999,875.388,16640.387,34421.823000000026,498.60299999999995
1995,87284.62799999997,31962.198999999993,2314.3019999999988,872.8839999999998,16989.320000000007,34632.151000000005,513.793
1996,89654.734,32551.802000000003,2345.261,889.8290000000002,17771.341999999997,35605.945,490.563
1997,89741.79099999998,32201.009000000005,2406.5169999999985,912.0170000000002,17776.645000000008,35956.71400000002,488.898
1998,89306.68800000001,31298.712000000003,2379.975000000001,875.632,18101.729000000007,36166.04000000001,484.6120000000001
1999,90280.058,30946.939,2478.0670000000005,848.0870000000002,18641.30900000001,36879.621999999974,486.027
2000,92678.83900000002,32171.80699999999,2587.508,984.9910000000002,19074.229000000007,37373.115,487.195
2001,93657.67699999997,32424.645999999997,2684.3769999999995,991.0869999999999,19329.33600000001,37748.947000000015,479.27700000000004
2002,95456.068,33598.03200000001,2817.2260000000006,1029.8609999999999,19868.550000000003,37655.774999999994,486.62399999999997
2003,99748.04699999999,36086.35999999999,3004.468,1039.4259999999997,20641.199,38479.84699999999,496.7530000000002
2004,103867.032,38112.038,3204.107000000001,1122.7539999999997,21300.211000000003,39612.66600000002,515.2629999999999
2005,106753.59400000001,40047.71499999999,3371.383,1198.7180000000003,21790.172000000006,39818.56800000002,527.0500000000001
2006,109949.68800000001,42240.631,3656.3459999999995,1219.0810000000001,22298.475,39987.72600000001,547.437
2007,112735.71200000003,44073.64400000001,3911.9100000000008,1277.8100000000004,22917.333,40002.01100000001,553.0139999999999
2008,114696.288,45434.880000000005,3950.6420000000007,1313.9969999999996,23539.646000000004,39923.96200000001,533.1629999999999
2009,112254.63299999999,44486.05699999999,3989.386,1281.322,22919.956,39140.24800000001,437.663
2010,117903.81800000003,47196.50500000001,4223.925,1315.607,24690.402000000006,39992.40900000001,484.96200000000005
2011,121193.74299999997,49829.45600000002,4514.845999999997,1298.302,25183.06900000001,39867.493,500.58199999999994
2012,123057.597,50408.172,4631.779999999997,1310.0630000000003,25524.424,40688.00100000002,495.16499999999996
2013,123338.40699999995,50241.643,4807.2789999999995,1310.3759999999997,25574.585999999992,40900.100000000006,504.428
2014,123774.73499999999,50147.93,4987.968999999999,1339.9480000000003,25577.382999999994,41213.53799999999,507.9770000000001
2015,123857.872,49217.577,4815.970000000001,1338.2640000000004,26193.854000000007,41795.80099999999,496.4120000000001
2016,123937.77999999998,48325.01899999999,4930.264000000002,1389.3080000000004,26911.855000000003,41906.729,474.598
2017,125484.86399999994,48393.21400000001,4972.869000000001,1519.7930000000001,27598.832000000002,42518.78799999999,481.36599999999993
2018,127794.92199999999,49098.27400000002,5089.716000000002,1608.0889999999995,28867.103,42640.87899999997,490.86900000000026
2019,127617.5380000001,48054.259999999995,5232.594000000002,1608.0889999999995,29273.64400000002,42958.07799999999,490.86900000000026
